,FWHM,rise,flat,error
0,0.2588824905910952,1.0,0.8,0.003137153892434301
1,0.2386105902622698,1.3258426966292136,0.8,0.0029531474537839554
2,0.2195891675506722,1.651685393258427,0.8,0.0013149412881792453
3,0.19871526604905307,1.9775280898876404,0.8,0.001137770477630644
4,0.1897948957666831,2.303370786516854,0.8,0.0009705102124755982
5,0.17968574828337616,2.6292134831460676,0.8,0.0008609941824425217
6,0.17687362431535628,2.955056179775281,0.8,0.0007610087240633673
7,0.170347717780821,3.2808988764044944,0.8,0.0007559875758634304
8,0.16464232215970256,3.606741573033708,0.8,0.0006985061870043587
9,0.16227332905595362,3.9325842696629216,0.8,0.000608218618251984
10,0.16173531119422999,4.258426966292135,0.8,0.0005478105736675963
11,0.1582442556986769,4.584269662921349,0.8,0.000513865346810077
12,0.15387223334437392,4.910112359550562,0.8,0.0005821632216912352
13,0.15162445048054465,5.235955056179775,0.8,0.0004920506819387852
14,0.14934302582404357,5.561797752808989,0.8,0.0005037036876906048
15,0.1478715469721739,5.887640449438202,0.8,0.0004466596894495247
16,0.14518869719577235,6.213483146067416,0.8,0.0004621507040779176
17,0.14269214850625125,6.53932584269663,0.8,0.00045863696309048595
18,0.13933021086717728,6.865168539325843,0.8,0.00045648100100838756
19,0.13823575432409252,7.191011235955057,0.8,0.00043907886296020506
20,0.13850596636527598,7.5168539325842705,0.8,0.00041303631422211326
21,0.13942164312872793,7.842696629213483,0.8,0.0004344020154707522
22,0.14076044882738534,8.168539325842698,0.8,0.0003895869723800483
23,0.1404420051304348,8.49438202247191,0.8,0.0003822213354076709
24,0.140314731402767,8.820224719101123,0.8,0.0003701783737861818
25,0.1404443565471548,9.146067415730338,0.8,0.00035496961215863114
26,0.14037184906393926,9.47191011235955,0.8,0.00035742332657389753
27,0.14001228678627625,9.797752808988765,0.8,0.0003319522659728567
28,0.13997685166278137,10.123595505617978,0.8,0.00032743201649043923
29,0.14071827061834008,10.449438202247192,0.8,0.0003259203914676396
30,0.1411904408589896,10.775280898876405,0.8,0.00033193120667203
31,0.14170805253412516,11.10112359550562,0.8,0.00032050446665823554
32,0.14172883876796177,11.426966292134832,0.8,0.0003222431630430726
33,0.1419512411651074,11.752808988764045,0.8,0.0004917499667915088
34,0.14186758218329507,12.07865168539326,0.8,0.0004622340931868433
35,0.14177801567799278,12.404494382022472,0.8,0.0004847198836805479
36,0.14155019285787582,12.730337078651687,0.8,0.0004854192257500118
37,0.14129589430335027,13.0561797752809,0.8,0.0004798287505568009
38,0.1412979901913859,13.382022471910114,0.8,0.0004966637384212364
39,0.13610568571931198,13.707865168539326,0.8,0.0002941912234739676
40,0.14190699597804837,14.033707865168541,0.8,0.0005013156541371673
41,0.14115037315106854,14.359550561797754,0.8,0.0005101064510785058
42,0.14168935572156577,14.685393258426966,0.8,0.0004921764768764473
43,0.14197148429317785,15.011235955056181,0.8,0.000522493076795481
44,0.14245520882284032,15.337078651685394,0.8,0.0005015215461085626
45,0.14253708912890747,15.662921348314608,0.8,0.0005018326495436027
46,0.14259450502157087,15.98876404494382,0.8,0.0004982501971538999
47,0.14228075945072174,16.314606741573037,0.8,0.0005164311842285072
48,0.14244278498885796,16.640449438202246,0.8,0.0005170895617975171
49,0.14276619382212585,16.966292134831463,0.8,0.0005348404759589252
50,0.14272270571965776,17.292134831460675,0.8,0.0005218349572059777
51,0.14347261493364277,17.617977528089888,0.8,0.0005144611440442935
52,0.14368101601700858,17.9438202247191,0.8,0.0005190253264972005
53,0.14431491549268322,18.269662921348317,0.8,0.00053747168391173
54,0.1453301690518132,18.59550561797753,0.8,0.0005530494272236409
55,0.14562232555290858,18.921348314606742,0.8,0.0005400379065552682
